No errors
No warnings
856 ms
data source=metars
4678 results
raw_text,station_id,observation_time,latitude,longitude,temp_c,dewpoint_c,wind_dir_degrees,wind_speed_kt,wind_gust_kt,visibility_statute_mi,altim_in_hg,sea_level_pressure_mb,corrected,auto,auto_station,maintenance_indicator_on,no_signal,lightning_sensor_off,freezing_rain_sensor_off,present_weather_sensor_off,wx_string,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,flight_category,three_hr_pressure_tendency_mb,maxT_c,minT_c,maxT24hr_c,minT24hr_c,precip_in,pcp3hr_in,pcp6hr_in,pcp24hr_in,snow_in,vert_vis_ft,metar_type,elevation_m
LESA 020030Z AUTO 28007KT CAVOK 12/11 Q1023,LESA,2020-05-02T00:30:00Z,40.95,-5.5,12.0,11.0,280,7,,6.21,30.206694,,,TRUE,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,795.0
LETL 020030Z AUTO 32007KT 250V030 CAVOK 15/10 Q1023,LETL,2020-05-02T00:30:00Z,40.42,-1.22,15.0,10.0,320,7,,6.21,30.206694,,,TRUE,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,1013.0
LECH 020030Z AUTO VRB02KT CAVOK 18/11 Q1019,LECH,2020-05-02T00:30:00Z,40.2,0.07,18.0,11.0,0,2,,6.21,30.088583,,,TRUE,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,337.0
LEBG 020030Z AUTO 22010KT 9999 BKN012 11/11 Q1022,LEBG,2020-05-02T00:30:00Z,42.37,-3.62,11.0,11.0,220,10,,6.21,30.177166,,,TRUE,,,,,,,,BKN,1200,,,,,,,MVFR,,,,,,,,,,,,METAR,891.0
LEAG 020030Z AUTO 26004KT 230V300 CAVOK 19/15 Q1021,LEAG,2020-05-02T00:30:00Z,36.12,-5.45,19.0,15.0,260,4,,6.21,30.147638,,,TRUE,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,32.0
LPPD 020030Z 22016KT 9999 FEW012 SCT040 17/14 Q1010,LPPD,2020-05-02T00:30:00Z,37.72,-25.68,17.0,14.0,220,16,,6.21,29.822834,,,,,,,,,,,FEW,1200,SCT,4000,,,,,VFR,,,,,,,,,,,,METAR,72.0
LPAZ 020030Z 20018KT 9999 SCT008 BKN044 17/16 Q1011,LPAZ,2020-05-02T00:30:00Z,36.97,-25.17,17.0,16.0,200,18,,6.21,29.852362,,,,,,,,,,,SCT,800,BKN,4400,,,,,VFR,,,,,,,,,,,,METAR,100.0
LEMI 020030Z AUTO 32006KT CAVOK 21/12 Q1020,LEMI,2020-05-02T00:30:00Z,37.8,-1.12,21.0,12.0,320,6,,6.21,30.11811,,,TRUE,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,193.0
GEML 020030Z AUTO 00000KT CAVOK 18/12 Q1021,GEML,2020-05-02T00:30:00Z,35.27,-2.95,18.0,12.0,0,0,,6.21,30.147638,,,TRUE,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,55.0
LELN 020030Z AUTO 23006KT 9999 ////// 11/10 Q1021,LELN,2020-05-02T00:30:00Z,42.57,-5.65,11.0,10.0,230,6,,6.21,30.147638,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPECI,914.0
LELC 020030Z AUTO VRB02KT CAVOK 17/14 Q1019,LELC,2020-05-02T00:30:00Z,37.77,-0.8,17.0,14.0,0,2,,6.21,30.088583,,,TRUE,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,3.0
LEXJ 020030Z AUTO 12004KT 9999 BKN085 16/15 Q1018,LEXJ,2020-05-02T00:30:00Z,43.42,-3.82,16.0,15.0,120,4,,6.21,30.059055,,,TRUE,,,,,,,,BKN,8500,,,,,,,VFR,,,,,,,,,,,,METAR,6.0
LEPP 020030Z AUTO VRB01KT 9999 SCT056 13/13 Q1019,LEPP,2020-05-02T00:30:00Z,42.77,-1.65,13.0,13.0,0,1,,6.21,30.088583,,,TRUE,,,,,,,,SCT,5600,,,,,,,VFR,,,,,,,,,,,,METAR,459.0
UMMS 020030Z 12004MPS CAVOK 07/05 Q1007 R13L/////// R13R/CLRD// NOSIG,UMMS,2020-05-02T00:30:00Z,53.88,28.03,7.0,5.0,120,8,,6.21,29.734253,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,205.0
LFSN 020030Z AUTO 12002KT 9999 FEW032 06/06 Q1009,LFSN,2020-05-02T00:30:00Z,48.67,6.22,6.0,6.0,120,2,,6.21,29.793306,,,TRUE,,,,,,,,FEW,3200,,,,,,,VFR,,,,,,,,,,,,METAR,217.0
LFQB 020030Z AUTO 23009KT CAVOK 09/07 Q1010,LFQB,2020-05-02T00:30:00Z,48.32,4.02,9.0,7.0,230,9,,6.21,29.822834,,,TRUE,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,118.0
LFQA 020030Z AUTO 28003KT CAVOK 07/05 Q1008,LFQA,2020-05-02T00:30:00Z,49.2,4.15,7.0,5.0,280,3,,6.21,29.763779,,,TRUE,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,95.0
LFOP 020030Z AUTO 25007KT CAVOK 06/05 Q1009,LFOP,2020-05-02T00:30:00Z,49.37,1.17,6.0,5.0,250,7,,6.21,29.793306,,,TRUE,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,157.0
LFOH 020030Z AUTO 27016KT 9999 FEW015 09/07 Q1009,LFOH,2020-05-02T00:30:00Z,49.52,0.07,9.0,7.0,270,16,,6.21,29.793306,,,TRUE,,,,,,,,FEW,1500,,,,,,,VFR,,,,,,,,,,,,METAR,103.0
LFLX 020030Z AUTO 24011KT 9999 FEW016 BKN023 BKN037 11/10 Q1013 BECMG BKN013,LFLX,2020-05-02T00:30:00Z,46.85,1.72,11.0,10.0,240,11,,6.21,29.911417,,,TRUE,,,,,,,,FEW,1600,BKN,2300,BKN,3700,,,MVFR,,,,,,,,,,,,METAR,157.0
LFLP 020030Z AUTO 25005KT 210V290 9999 SCT032 BKN041 BKN052 12/09 Q1013,LFLP,2020-05-02T00:30:00Z,45.92,6.08,12.0,9.0,250,5,,6.21,29.911417,,,TRUE,,,,,,,,SCT,3200,BKN,4100,BKN,5200,,,VFR,,,,,,,,,,,,METAR,463.0
LFCK 020030Z AUTO 29012KT 8000 -RA ////// 14/13 Q1018,LFCK,2020-05-02T00:30:00Z,43.55,2.28,14.0,13.0,290,12,,4.97,30.059055,,,TRUE,,,,,,,-RA,,,,,,,,,,,,,,,,,,,,,METAR,240.0
GCXO 020030Z AUTO 28008KT 9999 SCT006 14/13 Q1023,GCXO,2020-05-02T00:30:00Z,28.48,-16.35,14.0,13.0,280,8,,6.21,30.206694,,,TRUE,,,,,,,,SCT,600,,,,,,,VFR,,,,,,,,,,,,METAR,632.0
GCTS 020030Z 07012KT 9999 BKN019 20/15 Q1021 NOSIG,GCTS,2020-05-02T00:30:00Z,28.05,-16.57,20.0,15.0,70,12,,6.21,30.147638,,,,,,TRUE,,,,,BKN,1900,,,,,,,MVFR,,,,,,,,,,,,METAR,72.0
GCLP 020030Z 02016KT 9999 BKN023 19/14 Q1022 NOSIG,GCLP,2020-05-02T00:30:00Z,27.92,-15.37,19.0,14.0,20,16,,6.21,30.177166,,,,,,TRUE,,,,,BKN,2300,,,,,,,MVFR,,,,,,,,,,,,METAR,25.0
GCLA 020030Z AUTO 34008KT 9999 OVC024 20/14 Q1023,GCLA,2020-05-02T00:30:00Z,28.62,-17.75,20.0,14.0,340,8,,6.21,30.206694,,,TRUE,,,,,,,,OVC,2400,,,,,,,MVFR,,,,,,,,,,,,METAR,31.0
LFRK 020030Z AUTO 23008KT CAVOK 07/06 Q1010 TEMPO 3000 BR BKN008,LFRK,2020-05-02T00:30:00Z,49.17,-0.45,7.0,6.0,230,8,,6.21,29.822834,,,TRUE,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,SPECI,67.0
LFRC 020030Z AUTO 26011KT 9999 BKN017 BKN023 09/07 Q1009,LFRC,2020-05-02T00:30:00Z,49.63,-1.47,9.0,7.0,260,11,,6.21,29.793306,,,TRUE,,,,,,,,BKN,1700,BKN,2300,,,,,MVFR,,,,,,,,,,,,METAR,138.0
LFPN 020030Z AUTO 25007KT CAVOK 07/03 Q1010,LFPN,2020-05-02T00:30:00Z,48.75,2.12,7.0,3.0,250,7,,6.21,29.822834,,,TRUE,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,164.0
LFJR 020030Z AUTO 22004KT CAVOK 09/08 Q1012,LFJR,2020-05-02T00:30:00Z,47.57,-0.3,9.0,8.0,220,4,,6.21,29.88189,,,TRUE,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,60.0
LFGA 020030Z AUTO 14004KT 9999 FEW056 BKN068 BKN084 10/07 Q1009,LFGA,2020-05-02T00:30:00Z,48.1,7.35,10.0,7.0,140,4,,6.21,29.793306,,,TRUE,,,,,,,,FEW,5600,BKN,6800,BKN,8400,,,VFR,,,,,,,,,,,,METAR,191.0
LFBU 020030Z AUTO 23006KT 9999 -RA OVC004 13/13 Q1014,LFBU,2020-05-02T00:30:00Z,45.72,0.22,13.0,13.0,230,6,,6.21,29.940945,,,TRUE,,,,,,,-RA,OVC,400,,,,,,,LIFR,,,,,,,,,,,,METAR,133.0
LFAT 020030Z AUTO 28008KT 220V320 CAVOK 11/08 Q1006,LFAT,2020-05-02T00:30:00Z,50.52,1.62,11.0,8.0,280,8,,6.21,29.704725,,,TRUE,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,14.0
LFAQ 020030Z AUTO 24007KT 9999 ///TCU 06/05 Q1007,LFAQ,2020-05-02T00:30:00Z,49.97,2.7,6.0,5.0,240,7,,6.21,29.734253,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,111.0
LEZL 020030Z AUTO 18006KT CAVOK 18/16 Q1022,LEZL,2020-05-02T00:30:00Z,37.42,-5.9,18.0,16.0,180,6,,6.21,30.177166,,,TRUE,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,31.0
LEVX 020030Z 19007KT 150V220 0300 R19/0800U R01/0550U FG -DZ VV001 15/15 Q1021 NOSIG,LEVX,2020-05-02T00:30:00Z,42.22,-8.62,15.0,15.0,190,7,,0.19,30.147638,,,,,,TRUE,,,,-DZ FG,OVX,0,,,,,,,LIFR,,,,,,,,,,,100,SPECI,256.0
LEGR 020030Z AUTO VRB01KT CAVOK 14/11 Q1024,LEGR,2020-05-02T00:30:00Z,37.17,-3.77,14.0,11.0,0,1,,6.21,30.236221,,,TRUE,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,559.0
LEMH 020030Z AUTO 23006KT CAVOK 16/15 Q1016,LEMH,2020-05-02T00:30:00Z,39.87,4.22,16.0,15.0,230,6,,6.21,30.0,,,TRUE,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,82.0
LESO 020030Z AUTO 24006KT 210V270 9999 FEW030 BKN040 BKN056 18/15 Q1018,LESO,2020-05-02T00:30:00Z,43.35,-1.8,18.0,15.0,240,6,,6.21,30.059055,,,TRUE,,,,,,,,FEW,3000,BKN,4000,BKN,5600,,,VFR,,,,,,,,,,,,METAR,8.0
LERS 020030Z AUTO 27011KT 240V300 9999 ////// 22/14 Q1016,LERS,2020-05-02T00:30:00Z,41.13,1.17,22.0,14.0,270,11,,6.21,30.0,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPECI,76.0
LFLN 020030Z AUTO 24006KT 210V290 CAVOK 12/07 Q1013,LFLN,2020-05-02T00:30:00Z,46.42,4.02,12.0,7.0,240,6,,6.21,29.911417,,,TRUE,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,244.0
LFOZ 020030Z AUTO 27004KT 240V300 9999 OVC042 11/07 Q1012,LFOZ,2020-05-02T00:30:00Z,47.9,2.17,11.0,7.0,270,4,,6.21,29.88189,,,TRUE,,,,,,,,OVC,4200,,,,,,,VFR,,,,,,,,,,,,METAR,121.0
LFPT 020030Z AUTO 27005KT CAVOK 06/03 Q1009,LFPT,2020-05-02T00:30:00Z,49.1,2.03,6.0,3.0,270,5,,6.21,29.793306,,,TRUE,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,99.0
LFPM 020030Z AUTO 23004KT CAVOK 07/04 Q1010,LFPM,2020-05-02T00:30:00Z,48.62,2.67,7.0,4.0,230,4,,6.21,29.822834,,,TRUE,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,92.0
LFRH 020030Z AUTO 23004KT 200V260 4200 DZ BR BKN004 OVC009 11/11 Q1011 BECMG 1200 -RA BR,LFRH,2020-05-02T00:30:00Z,47.77,-3.45,11.0,11.0,230,4,,2.61,29.852362,,,TRUE,,,,,,,DZ BR,BKN,400,OVC,900,,,,,LIFR,,,,,,,,,,,,SPECI,44.0
FMCZ 020030Z AUTO 18010KT CAVOK 28/23 Q1013 NOSIG,FMCZ,2020-05-02T00:30:00Z,-12.8,45.27,28.0,23.0,180,10,,6.21,29.911417,,,TRUE,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,7.0
LFSD 020030Z AUTO 23006KT 9999 BKN028 BKN039 OVC058 11/11 Q1011,LFSD,2020-05-02T00:30:00Z,47.27,5.07,11.0,11.0,230,6,,6.21,29.852362,,,TRUE,,,,,,,,BKN,2800,BKN,3900,OVC,5800,,,MVFR,,,,,,,,,,,,METAR,227.0
LFRQ 020030Z AUTO 00000KT 2500 BR OVC003 11/10 Q1011,LFRQ,2020-05-02T00:30:00Z,47.97,-4.17,11.0,10.0,0,0,,1.55,29.852362,,,TRUE,,,,,,,BR,OVC,300,,,,,,,LIFR,,,,,,,,,,,,METAR,94.0
VEPT 020030Z 07006KT 2500 -RA SCT016 BKN100 21/21 Q1007 NOSIG,VEPT,2020-05-02T00:30:00Z,25.6,85.08,21.0,21.0,70,6,,1.55,29.734253,,,,,,TRUE,,,,-RA,SCT,1600,BKN,10000,,,,,IFR,,,,,,,,,,,,METAR,60.0
VIDP 020030Z 11008KT 2500 HZ FEW100 25/19 Q1006 NOSIG,VIDP,2020-05-02T00:30:00Z,28.57,77.12,25.0,19.0,110,8,,1.55,29.704725,,,,,,TRUE,,,,HZ,FEW,10000,,,,,,,IFR,,,,,,,,,,,,METAR,233.0
RKSI 020030Z 15008KT 0700 R15L/0800N R15R/1300D R16/1700U FG BKN003 17/16 Q1013 BECMG 1500 BR,RKSI,2020-05-02T00:30:00Z,37.47,126.45,17.0,16.0,150,8,,0.43,29.911417,,,,,,,,,,FG,BKN,300,,,,,,,LIFR,,,,,,,,,,,,SPECI,7.0
NZAA 020030Z AUTO 03018KT 9999 BKN032/// OVC050/// 20/14 Q1020 NOSIG,NZAA,2020-05-02T00:30:00Z,-37.02,174.8,20.0,14.0,30,18,,6.21,30.11811,,,TRUE,,,TRUE,,,,,BKN,3200,OVC,5000,,,,,VFR,,,,,,,,,,,,METAR,6.0
DTTJ 020030Z 04006KT CAVOK 20/15 Q1018 NOSIG,DTTJ,2020-05-02T00:30:00Z,33.87,10.77,20.0,15.0,40,6,,6.21,30.059055,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,4.0
DTTA 020030Z 20009KT 9999 FEW030 18/11 Q1019,DTTA,2020-05-02T00:30:00Z,36.85,10.22,18.0,11.0,200,9,,6.21,30.088583,,,,,,,,,,,FEW,3000,,,,,,,VFR,,,,,,,,,,,,METAR,4.0
DTNH 020030Z AUTO VRB02KT CAVOK 17/13 Q1018,DTNH,2020-05-02T00:30:00Z,36.07,10.43,17.0,13.0,0,2,,6.21,30.059055,,,TRUE,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,2.0
DTMB 020030Z 30004KT 9999 FEW030 19/11 Q1018,DTMB,2020-05-02T00:30:00Z,35.77,10.75,19.0,11.0,300,4,,6.21,30.059055,,,,,,,,,,,FEW,3000,,,,,,,VFR,,,,,,,,,,,,METAR,2.0
RCTP 020030Z VRB02KT 7000 FEW012 BKN040 BKN070 26/22 Q1011 NOSIG RMK A2987,RCTP,2020-05-02T00:30:00Z,25.07,121.22,26.0,22.0,0,2,,4.35,29.852362,,,,,,TRUE,,,,,FEW,1200,BKN,4000,BKN,7000,,,MVFR,,,,,,,,,,,,METAR,33.0
VGHS 020030Z 10003KT 3500 HZ SCT015 BKN100 25/22 Q1008 NOSIG,VGHS,2020-05-02T00:30:00Z,23.85,90.4,25.0,22.0,100,3,,2.17,29.763779,,,,,,TRUE,,,,HZ,SCT,1500,BKN,10000,,,,,IFR,,,,,,,,,,,,METAR,10.0
LETU 020030Z AUTO 23005KT 140V270 9999 NCD 14/12 Q1019,LETU,2020-05-02T00:30:00Z,,,14.0,12.0,230,5,,6.21,30.088583,,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,
UKLL 020030Z 27001MPS 9999 -SHRA SCT046CB 11/10 Q1004 R13/290055 NOSIG,UKLL,2020-05-02T00:30:00Z,49.82,23.93,11.0,10.0,270,2,,6.21,29.64567,,,,,,TRUE,,,,-SHRA,SCT,4600,,,,,,,VFR,,,,,,,,,,,,SPECI,325.0
UKDR 020030Z 00000MPS CAVOK 10/02 Q1008 R18/09//70 NOSIG,UKDR,2020-05-02T00:30:00Z,48.05,33.22,10.0,2.0,0,0,,6.21,29.763779,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,SPECI,124.0
ZBAA 020030Z 17002MPS 110V230 6000 NSC 25/19 Q1003 NOSIG,ZBAA,2020-05-02T00:30:00Z,40.07,116.58,25.0,19.0,170,4,,3.73,29.616142,,,,,,TRUE,,,,,CLR,,,,,,,,MVFR,,,,,,,,,,,,METAR,30.0
UKOO 020030Z 13004MPS 3600 BR BKN002 12/12 Q1006 R16/090060 NOSIG,UKOO,2020-05-02T00:30:00Z,46.42,30.68,12.0,12.0,130,8,,2.24,29.704725,,,,,,TRUE,,,,BR,BKN,200,,,,,,,LIFR,,,,,,,,,,,,SPECI,35.0
UKBB 020030Z 04003MPS 7000 SCT014 11/10 Q1007 R36R/CLRD// NOSIG,UKBB,2020-05-02T00:30:00Z,50.33,30.9,11.0,10.0,40,6,,4.35,29.734253,,,,,,TRUE,,,,,SCT,1400,,,,,,,MVFR,,,,,,,,,,,,SPECI,119.0
LESB 020030Z AUTO 10003KT CAVOK 16/15 Q1018,LESB,2020-05-02T00:30:00Z,39.6,2.7,16.0,15.0,100,3,,6.21,30.059055,,,TRUE,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,48.0
LELL 020030Z AUTO 28003KT 250V330 CAVOK 15/12 Q1016,LELL,2020-05-02T00:30:00Z,41.52,2.1,15.0,12.0,280,3,,6.21,30.0,,,TRUE,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,250.0
LEVS 020030Z AUTO 23005KT CAVOK 13/12 Q1023,LEVS,2020-05-02T00:30:00Z,40.37,-3.77,13.0,12.0,230,5,,6.21,30.206694,,,TRUE,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,687.0
ZBAD 020030Z 21003MPS 180V260 8000 NSC 25/18 Q1003 NOSIG,ZBAD,2020-05-02T00:30:00Z,39.5,116.42,25.0,18.0,210,6,,4.97,29.616142,,,,,,TRUE,,,,,CLR,,,,,,,,MVFR,,,,,,,,,,,,METAR,25.0
ZBYN 020030Z VRB01MPS 6000 NSC 23/02 Q1007 NOSIG,ZBYN,2020-05-02T00:30:00Z,37.77,112.63,23.0,2.0,0,2,,3.73,29.734253,,,,,,TRUE,,,,,CLR,,,,,,,,MVFR,,,,,,,,,,,,METAR,779.0
ZBTJ 020030Z 20004MPS 170V230 6000 NSC 25/16 Q1004 NOSIG,ZBTJ,2020-05-02T00:30:00Z,39.12,117.35,25.0,16.0,200,8,,3.73,29.64567,,,,,,TRUE,,,,,CLR,,,,,,,,MVFR,,,,,,,,,,,,METAR,3.0
ZGGG 020030Z 13003MPS 8000 SCT020 26/21 Q1011 NOSIG,ZGGG,2020-05-02T00:30:00Z,23.4,113.3,26.0,21.0,130,6,,4.97,29.852362,,,,,,TRUE,,,,,SCT,2000,,,,,,,MVFR,,,,,,,,,,,,METAR,15.0
ZSHC 020030Z 20003MPS 170V230 CAVOK 22/20 Q1007 NOSIG,ZSHC,2020-05-02T00:30:00Z,30.22,120.43,22.0,20.0,200,6,,6.21,29.734253,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,43.0
ZSPD 020030Z 19007MPS CAVOK 23/19 Q1008 NOSIG,ZSPD,2020-05-02T00:30:00Z,31.15,121.8,23.0,19.0,190,14,,6.21,29.763779,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,4.0
ZSSS 020030Z 17004MPS CAVOK 25/19 Q1007 NOSIG,ZSSS,2020-05-02T00:30:00Z,31.2,121.33,25.0,19.0,170,8,,6.21,29.734253,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,7.0
ZWWW 020030Z 17002MPS 130V220 CAVOK 17/06 Q1017 NOSIG,ZWWW,2020-05-02T00:30:00Z,43.88,87.47,17.0,6.0,170,4,,6.21,30.029528,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,654.0
ZYTL 020030Z 10006MPS 6000 NSC 15/11 Q1008 NOSIG,ZYTL,2020-05-02T00:30:00Z,38.97,121.53,15.0,11.0,100,12,,3.73,29.763779,,,,,,TRUE,,,,,CLR,,,,,,,,MVFR,,,,,,,,,,,,METAR,97.0
ZYTX 020030Z 20008MPS CAVOK 24/13 Q1004 NOSIG,ZYTX,2020-05-02T00:30:00Z,41.63,123.48,24.0,13.0,200,16,,6.21,29.64567,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,35.0
UAAA 020030Z VRB01MPS 9999 SCT100 BKN200 11/09 Q1011 R05R/CLRD65 NOSIG,UAAA,2020-05-02T00:30:00Z,43.35,77.03,11.0,9.0,0,2,,6.21,29.852362,,,,,,TRUE,,,,,SCT,10000,BKN,20000,,,,,VFR,,,,,,,,,,,,SPECI,681.0
OPMT 020030Z 36006KT 4000 FU SCT120 28/19 Q1002 NOSIG,OPMT,2020-05-02T00:30:00Z,30.18,71.42,28.0,19.0,360,6,,2.49,29.586615,,,,,,TRUE,,,,FU,SCT,12000,,,,,,,IFR,,,,,,,,,,,,METAR,123.0
UDSG 020030Z 00000KT 9000 BKN040CB 07/05 Q1013 R02/29//55 NOSIG,UDSG,2020-05-02T00:30:00Z,40.75,43.87,7.0,5.0,0,0,,5.59,29.911417,,,,,,TRUE,,,,,BKN,4000,,,,,,,VFR,,,,,,,,,,,,METAR,1524.0
UDYZ 020030Z 00000KT 2000 R09/P2000U BR NSC 08/07 Q1012 R09/190065 NOSIG,UDYZ,2020-05-02T00:30:00Z,40.15,44.4,8.0,7.0,0,0,,1.24,29.88189,,,,,,TRUE,,,,BR,CLR,,,,,,,,IFR,,,,,,,,,,,,SPECI,865.0
UAII 020030Z 13001MPS 9999 BKN040CB OVC100 18/14 Q1011 R28/0///70 NOSIG RMK QFE721/0962,UAII,2020-05-02T00:30:00Z,42.37,69.48,18.0,14.0,130,2,,6.21,29.852362,,,,,,TRUE,,,,,BKN,4000,OVC,10000,,,,,VFR,,,,,,,,,,,,SPECI,422.0
UASK 020030Z VRB01MPS 9999 NSC 07/04 Q1019 R30/090060 NOSIG RMK QFE739/0985,UASK,2020-05-02T00:30:00Z,50.03,82.5,7.0,4.0,0,2,,6.21,30.088583,,,,,,TRUE,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,286.0
UASP 020030Z 28002MPS CAVOK 09/04 Q1017 R21/0///70 NOSIG RMK QFE751/1002,UASP,2020-05-02T00:30:00Z,52.2,77.07,9.0,4.0,280,4,,6.21,30.029528,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,SPECI,125.0
UASS 020030Z VRB01MPS CAVOK 09/04 Q1018 NOSIG RMK QFE745/0993,UASS,2020-05-02T00:30:00Z,50.35,80.23,9.0,4.0,0,2,,6.21,30.059055,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,SPECI,232.0
RCKH 020030Z VRB01KT 9999 FEW014 SCT028 BKN070 29/21 Q1011 NOSIG RMK A2987,RCKH,2020-05-02T00:30:00Z,22.57,120.33,29.0,21.0,0,1,,6.21,29.852362,,,,,,TRUE,,,,,FEW,1400,SCT,2800,BKN,7000,,,VFR,,,,,,,,,,,,METAR,9.0
UACC 020030Z 25004MPS CAVOK 10/05 Q1018 R22/0///70 NOSIG RMK QFE732/0976,UACC,2020-05-02T00:30:00Z,51.02,71.47,10.0,5.0,250,8,,6.21,30.059055,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,355.0
UADD 020030Z 16003MPS 9999 SCT046 OVC100 15/12 Q1011 R13/0///65 NOSIG RMK QFE702/0936,UADD,2020-05-02T00:30:00Z,42.85,71.3,15.0,12.0,160,6,,6.21,29.852362,,,,,,TRUE,,,,,SCT,4600,OVC,10000,,,,,VFR,,,,,,,,,,,,SPECI,665.0
UATG 020030Z 10005MPS CAVOK 15/03 Q1013 R14/CLRD70 NOSIG RMK QFE761/1015,UATG,2020-05-02T00:30:00Z,47.12,51.83,15.0,3.0,100,10,,6.21,29.911417,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,SPECI,-22.0
UATE 020030Z 09001MPS CAVOK 10/06 Q1012 R30/0///70 NOSIG RMK QFE757/1010,UATE,2020-05-02T00:30:00Z,43.87,51.1,10.0,6.0,90,2,,6.21,29.88189,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,SPECI,22.0
UARR 020030Z 16004MPS CAVOK 09/06 Q1012 R22/250255 NOSIG RMK QFE756/1008,UARR,2020-05-02T00:30:00Z,51.15,51.53,9.0,6.0,160,8,,6.21,29.88189,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,SPECI,38.0
UATT 020030Z 12003MPS CAVOK 04/01 Q1016 R13/70D NOSIG RMK QFE743/0990,UATT,2020-05-02T00:30:00Z,50.25,57.2,4.0,1.0,120,6,,6.21,30.0,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,227.0
UAUU 020030Z 19003MPS CAVOK 06/03 Q1014 NOSIG RMK QFE744/0992,UAUU,2020-05-02T00:30:00Z,53.2,63.55,6.0,3.0,190,6,,6.21,29.940945,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,SPECI,182.0
UAKD 020030Z 06006MPS 030V090 CAVOK 09/03 Q1016 R04/0///65 NOSIG RMK QFE728/0971,UAKD,2020-05-02T00:30:00Z,47.7,67.73,9.0,3.0,60,12,,6.21,30.0,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,SPECI,381.0
